dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.apache.ant:ant,org.apache.commons:commons-math3,18,105,140,0.17,0.13,0.17
commons-beanutils:commons-beanutils,org.json:json,26,213,182,0.12,0.14,0.14
org.scala-lang:scala-library,org.springframework:spring-context,31,131,311,0.24,0.1,0.24
com.sun.xml.bind:jaxb-impl,org.awaitility:awaitility,11,113,114,0.1,0.1,0.1
org.eclipse.jetty:jetty-servlet,org.ow2.asm:asm,23,146,132,0.16,0.17,0.17
org.bouncycastle:bcpkix-jdk15on,org.hsqldb:hsqldb,11,115,134,0.1,0.08,0.1
org.apache.poi:poi,org.hamcrest:hamcrest-core,9,103,159,0.09,0.06,0.09
org.mockito:mockito-all,org.springframework:spring-webmvc,33,278,190,0.12,0.17,0.17
org.apache.kafka:kafka-clients,org.springframework:spring-beans,18,117,184,0.15,0.1,0.15
commons-codec:commons-codec,org.postgresql:postgresql,69,444,177,0.16,0.39,0.39
junit:junit,org.mockito:mockito-core,489,1690,678,0.29,0.72,0.72
org.apache.logging.log4j:log4j-core,org.springframework:spring-web,37,276,207,0.13,0.18,0.18
commons-lang:commons-lang,org.springframework:spring-core,80,338,249,0.24,0.32,0.32
org.apache.curator:curator-recipes,org.apache.httpcomponents:httpclient,50,105,502,0.48,0.1,0.48
org.apache.hadoop:hadoop-common,org.yaml:snakeyaml,21,107,196,0.2,0.11,0.2
com.google.code.gson:gson,commons-logging:commons-logging,97,473,287,0.21,0.34,0.34
com.google.code.gson:gson,commons-beanutils:commons-beanutils,77,473,213,0.16,0.36,0.36
org.quartz-scheduler:quartz,org.springframework:spring-context,44,101,311,0.44,0.14,0.44
net.java.dev.jna:jna,org.apache.zookeeper:zookeeper,20,123,152,0.16,0.13,0.16
com.alibaba:druid,org.reflections:reflections,9,109,130,0.08,0.07,0.08
org.slf4j:slf4j-api,org.springframework:spring-context-support,88,1022,112,0.09,0.79,0.79
io.springfox:springfox-swagger2,org.glassfish.jaxb:jaxb-runtime,1,108,108,0.01,0.01,0.01
org.bouncycastle:bcprov-jdk15on,org.springframework:spring-aop,10,141,133,0.07,0.08,0.08
javax.xml.bind:jaxb-api,org.apache.poi:poi-ooxml,15,217,106,0.07,0.14,0.14
org.projectlombok:lombok,org.testng:testng,29,338,209,0.09,0.14,0.14
org.projectlombok:lombok,redis.clients:jedis,32,338,131,0.09,0.24,0.24
org.eclipse.jetty:jetty-server,org.scala-lang:scala-library,42,197,131,0.21,0.32,0.32
org.json:json,org.testng:testng,29,182,209,0.16,0.14,0.16
commons-fileupload:commons-fileupload,org.hamcrest:hamcrest-all,16,181,177,0.09,0.09,0.09
org.apache.poi:poi-ooxml,org.quartz-scheduler:quartz,17,106,101,0.16,0.17,0.17
org.apache.logging.log4j:log4j-api,org.springframework:spring-tx,24,228,117,0.11,0.21,0.21
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.scala-lang:scala-library,15,102,131,0.15,0.11,0.15
commons-cli:commons-cli,org.apache.logging.log4j:log4j-api,48,283,228,0.17,0.21,0.21
commons-cli:commons-cli,org.apache.logging.log4j:log4j-core,57,283,276,0.2,0.21,0.21
org.ow2.asm:asm,org.slf4j:slf4j-simple,18,132,291,0.14,0.06,0.14
commons-collections:commons-collections,org.hamcrest:hamcrest,15,214,114,0.07,0.13,0.13
javax.mail:mail,org.codehaus.plexus:plexus-utils,10,119,106,0.08,0.09,0.09
org.apache.commons:commons-math3,org.openjdk.jmh:jmh-core,22,140,147,0.16,0.15,0.16
commons-logging:commons-logging,javax.annotation:javax.annotation-api,45,287,185,0.16,0.24,0.24
org.hibernate:hibernate-core,org.json:json,18,139,182,0.13,0.1,0.13
org.eclipse.jetty:jetty-webapp,org.quartz-scheduler:quartz,24,121,101,0.2,0.24,0.24
org.awaitility:awaitility,org.codehaus.jackson:jackson-mapper-asl,7,114,111,0.06,0.06,0.06
org.awaitility:awaitility,org.slf4j:slf4j-api,67,114,1022,0.59,0.07,0.59
com.google.code.findbugs:jsr305,commons-httpclient:commons-httpclient,25,230,105,0.11,0.24,0.24
ch.qos.logback:logback-classic,commons-configuration:commons-configuration,25,523,114,0.05,0.22,0.22
commons-configuration:commons-configuration,org.apache.curator:curator-recipes,18,114,105,0.16,0.17,0.17
org.slf4j:jul-to-slf4j,org.springframework:spring-beans,22,111,184,0.2,0.12,0.2
commons-httpclient:commons-httpclient,org.mybatis.spring.boot:mybatis-spring-boot-starter,12,105,118,0.11,0.1,0.11
com.squareup.okhttp3:okhttp,org.glassfish.jaxb:jaxb-runtime,14,176,108,0.08,0.13,0.13
ch.qos.logback:logback-core,org.javassist:javassist,19,165,157,0.12,0.12,0.12
org.openjdk.jmh:jmh-core,org.springframework:spring-web,9,147,207,0.06,0.04,0.06
com.fasterxml.jackson.core:jackson-annotations,commons-io:commons-io,196,319,785,0.61,0.25,0.61
com.fasterxml.jackson.core:jackson-annotations,org.junit.jupiter:junit-jupiter,21,319,110,0.07,0.19,0.19
org.postgresql:postgresql,org.testng:testng,20,177,209,0.11,0.1,0.11
org.codehaus.plexus:plexus-utils,org.scala-lang:scala-library,11,106,131,0.1,0.08,0.1
javax.inject:javax.inject,org.quartz-scheduler:quartz,12,126,101,0.1,0.12,0.12
org.hamcrest:hamcrest-core,org.slf4j:slf4j-log4j12,42,159,386,0.26,0.11,0.26
org.hamcrest:hamcrest-core,org.junit.jupiter:junit-jupiter-api,28,159,203,0.18,0.14,0.18
commons-beanutils:commons-beanutils,org.hsqldb:hsqldb,35,213,134,0.16,0.26,0.26
commons-beanutils:commons-beanutils,org.junit.jupiter:junit-jupiter,9,213,110,0.04,0.08,0.08
com.sun.xml.bind:jaxb-impl,org.eclipse.jetty:jetty-server,27,113,197,0.24,0.14,0.24
org.eclipse.jetty:jetty-servlet,org.projectlombok:lombok,15,146,338,0.1,0.04,0.1
com.googlecode.json-simple:json-simple,log4j:log4j,40,119,361,0.34,0.11,0.34
org.glassfish.jaxb:jaxb-runtime,org.springframework:spring-webmvc,12,108,190,0.11,0.06,0.11
commons-codec:commons-codec,org.projectlombok:lombok,64,444,338,0.14,0.19,0.19
junit:junit,org.apache.commons:commons-lang3,510,1690,742,0.3,0.69,0.69
org.reflections:reflections,org.slf4j:slf4j-log4j12,42,130,386,0.32,0.11,0.32
org.junit.jupiter:junit-jupiter-engine,org.openjdk.jmh:jmh-generator-annprocess,32,246,138,0.13,0.23,0.23
mysql:mysql-connector-java,org.apache.httpcomponents:httpmime,36,406,103,0.09,0.35,0.35
org.apache.curator:curator-recipes,org.json:json,11,105,182,0.1,0.06,0.1
org.apache.curator:curator-recipes,org.apache.logging.log4j:log4j-api,19,105,228,0.18,0.08,0.18
org.apache.curator:curator-recipes,org.openjdk.jmh:jmh-generator-annprocess,13,105,138,0.12,0.09,0.12
org.apache.hadoop:hadoop-common,org.junit.jupiter:junit-jupiter-params,5,107,114,0.05,0.04,0.05
net.java.dev.jna:jna,org.mockito:mockito-all,15,123,278,0.12,0.05,0.12
com.alibaba:druid,commons-logging:commons-logging,19,109,287,0.17,0.07,0.17
io.springfox:springfox-swagger2,org.hibernate:hibernate-core,8,108,139,0.07,0.06,0.07
io.springfox:springfox-swagger2,org.apache.commons:commons-text,10,108,136,0.09,0.07,0.09
io.springfox:springfox-swagger2,org.springframework:spring-core,16,108,249,0.15,0.06,0.15
javax.xml.bind:jaxb-api,org.eclipse.jetty:jetty-servlet,37,217,146,0.17,0.25,0.25
org.hsqldb:hsqldb,org.ow2.asm:asm,12,134,132,0.09,0.09,0.09
org.apache.httpcomponents:httpclient,org.junit.jupiter:junit-jupiter-api,44,502,203,0.09,0.22,0.22
com.h2database:h2,org.apache.maven.plugin-tools:maven-plugin-annotations,20,262,160,0.08,0.13,0.13
io.netty:netty-all,org.easymock:easymock,12,167,136,0.07,0.09,0.09
com.zaxxer:HikariCP,org.hamcrest:hamcrest-all,11,106,177,0.1,0.06,0.1
com.zaxxer:HikariCP,org.springframework:spring-webmvc,12,106,190,0.11,0.06,0.11
org.apache.zookeeper:zookeeper,org.mockito:mockito-core,59,152,678,0.39,0.09,0.39
commons-configuration:commons-configuration,org.slf4j:slf4j-log4j12,47,114,386,0.41,0.12,0.41
commons-configuration:commons-configuration,org.bouncycastle:bcprov-jdk15on,14,114,141,0.12,0.1,0.12
org.apache.httpcomponents:httpmime,org.projectlombok:lombok,17,103,338,0.17,0.05,0.17
com.squareup.okhttp3:okhttp,org.openjdk.jmh:jmh-core,17,176,147,0.1,0.12,0.12
com.squareup.okhttp3:okhttp,mysql:mysql-connector-java,61,176,406,0.35,0.15,0.35
com.squareup.okhttp3:okhttp,org.apache.httpcomponents:httpcore,35,176,203,0.2,0.17,0.2
ch.qos.logback:logback-core,com.google.inject:guice,27,165,141,0.16,0.19,0.19
javax.servlet:javax.servlet-api,org.codehaus.plexus:plexus-utils,26,368,106,0.07,0.25,0.25
commons-beanutils:commons-beanutils,org.apache.zookeeper:zookeeper,49,213,152,0.23,0.32,0.32
commons-beanutils:commons-beanutils,javax.servlet:javax.servlet-api,83,213,368,0.39,0.23,0.39
commons-beanutils:commons-beanutils,org.springframework:spring-web,55,213,207,0.26,0.27,0.27
org.apache.logging.log4j:log4j-slf4j-impl,org.codehaus.jackson:jackson-mapper-asl,10,180,111,0.06,0.09,0.09
org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-api,124,180,1022,0.69,0.12,0.69
org.junit.jupiter:junit-jupiter-api,org.mockito:mockito-core,86,203,678,0.42,0.13,0.42
org.apache.kafka:kafka-clients,org.apache.logging.log4j:log4j-slf4j-impl,25,117,180,0.21,0.14,0.21
commons-lang:commons-lang,javax.validation:validation-api,30,338,138,0.09,0.22,0.22
com.alibaba:druid,org.apache.commons:commons-math3,7,109,140,0.06,0.05,0.06
io.dropwizard.metrics:metrics-core,log4j:log4j,33,113,361,0.29,0.09,0.29
io.dropwizard.metrics:metrics-core,org.apache.curator:curator-recipes,27,113,105,0.24,0.26,0.26
org.apache.maven:maven-core,org.json:json,12,136,182,0.09,0.07,0.09
org.apache.maven:maven-core,org.apache.poi:poi,2,136,103,0.01,0.02,0.02
javax.xml.bind:jaxb-api,org.glassfish.jaxb:jaxb-runtime,59,217,108,0.27,0.55,0.55
org.projectlombok:lombok,org.springframework:spring-web,47,338,207,0.14,0.23,0.23
org.json:json,org.slf4j:jcl-over-slf4j,28,182,220,0.15,0.13,0.15
org.slf4j:slf4j-simple,org.springframework.boot:spring-boot-starter-web,16,291,108,0.05,0.15,0.15
javax.servlet:servlet-api,org.ow2.asm:asm,13,196,132,0.07,0.1,0.1
com.h2database:h2,com.zaxxer:HikariCP,54,262,106,0.21,0.51,0.51
org.apache.commons:commons-compress,org.codehaus.plexus:plexus-utils,29,169,106,0.17,0.27,0.27
org.javassist:javassist,org.ow2.asm:asm,29,157,132,0.18,0.22,0.22
javax.annotation:javax.annotation-api,org.javassist:javassist,40,185,157,0.22,0.25,0.25
javax.mail:mail,org.eclipse.jetty:jetty-server,26,119,197,0.22,0.13,0.22
org.apache.commons:commons-math3,org.apache.poi:poi-ooxml,13,140,106,0.09,0.12,0.12
commons-logging:commons-logging,org.reflections:reflections,36,287,130,0.13,0.28,0.28
commons-configuration:commons-configuration,org.apache.commons:commons-lang3,69,114,742,0.61,0.09,0.61
commons-configuration:commons-configuration,org.springframework:spring-beans,17,114,184,0.15,0.09,0.15
org.mockito:mockito-core,org.springframework:spring-web,78,678,207,0.12,0.38,0.38
org.slf4j:jul-to-slf4j,org.springframework:spring-tx,16,111,117,0.14,0.14,0.14
org.apache.httpcomponents:httpmime,org.hamcrest:hamcrest-all,17,103,177,0.17,0.1,0.17
com.fasterxml.jackson.core:jackson-databind,org.junit.jupiter:junit-jupiter-api,64,616,203,0.1,0.32,0.32
ch.qos.logback:logback-core,junit:junit,122,165,1690,0.74,0.07,0.74
ch.qos.logback:logback-core,redis.clients:jedis,19,165,131,0.12,0.15,0.15
org.postgresql:postgresql,org.slf4j:slf4j-simple,36,177,291,0.2,0.12,0.2
javax.servlet:javax.servlet-api,org.springframework:spring-tx,61,368,117,0.17,0.52,0.52
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework:spring-aop,11,160,133,0.07,0.08,0.08
javax.inject:javax.inject,org.hibernate:hibernate-core,25,126,139,0.2,0.18,0.2
commons-beanutils:commons-beanutils,org.apache.httpcomponents:httpclient,111,213,502,0.52,0.22,0.52
com.sun.xml.bind:jaxb-impl,org.apache.httpcomponents:httpmime,18,113,103,0.16,0.17,0.17
org.eclipse.jetty:jetty-servlet,org.springframework:spring-beans,26,146,184,0.18,0.14,0.18
org.apache.poi:poi,org.springframework:spring-web,26,103,207,0.25,0.13,0.25
joda-time:joda-time,org.apache.maven.plugin-tools:maven-plugin-annotations,24,274,160,0.09,0.15,0.15
com.googlecode.json-simple:json-simple,org.hibernate:hibernate-core,18,119,139,0.15,0.13,0.15
commons-lang:commons-lang,org.apache.commons:commons-collections4,42,338,154,0.12,0.27,0.27
org.reflections:reflections,org.springframework:spring-web,21,130,207,0.16,0.1,0.16
com.google.code.gson:gson,org.apache.commons:commons-text,55,473,136,0.12,0.4,0.4
org.apache.maven:maven-plugin-api,org.springframework:spring-aop,16,193,133,0.08,0.12,0.12
org.apache.maven:maven-plugin-api,org.scala-lang:scala-library,19,193,131,0.1,0.15,0.15
org.apache.maven:maven-core,org.projectlombok:lombok,9,136,338,0.07,0.03,0.07
javax.xml.bind:jaxb-api,junit:junit,160,217,1690,0.74,0.09,0.74
org.freemarker:freemarker,org.quartz-scheduler:quartz,13,106,101,0.12,0.13,0.13
org.apache.logging.log4j:log4j-api,org.apache.zookeeper:zookeeper,38,228,152,0.17,0.25,0.25
org.apache.commons:commons-compress,org.springframework:spring-tx,16,169,117,0.09,0.14,0.14
org.apache.commons:commons-compress,org.slf4j:slf4j-log4j12,56,169,386,0.33,0.15,0.33
commons-io:commons-io,org.mockito:mockito-all,129,785,278,0.16,0.46,0.46
io.netty:netty-all,org.apache.poi:poi,9,167,103,0.05,0.09,0.09
org.javassist:javassist,org.junit.jupiter:junit-jupiter,10,157,110,0.06,0.09,0.09
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,javax.validation:validation-api,18,102,138,0.18,0.13,0.18
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.springframework:spring-web,18,102,207,0.18,0.09,0.18
com.alibaba:fastjson,com.h2database:h2,33,253,262,0.13,0.13,0.13
commons-collections:commons-collections,javax.validation:validation-api,34,214,138,0.16,0.25,0.25
commons-collections:commons-collections,joda-time:joda-time,79,214,274,0.37,0.29,0.37
javax.annotation:javax.annotation-api,org.easymock:easymock,16,185,136,0.09,0.12,0.12
org.apache.commons:commons-math3,org.hamcrest:hamcrest-core,21,140,159,0.15,0.13,0.15
com.google.code.findbugs:jsr305,com.google.code.gson:gson,71,230,473,0.31,0.15,0.31
ch.qos.logback:logback-classic,org.apache.httpcomponents:httpcore,75,523,203,0.14,0.37,0.37
javax.ws.rs:javax.ws.rs-api,log4j:log4j,29,113,361,0.26,0.08,0.26
org.apache.httpcomponents:httpmime,org.springframework:spring-jdbc,10,103,152,0.1,0.07,0.1
com.fasterxml.jackson.core:jackson-databind,org.eclipse.jetty:jetty-servlet,80,616,146,0.13,0.55,0.55
org.apache.commons:commons-text,org.apache.maven:maven-core,14,136,136,0.1,0.1,0.1
ch.qos.logback:logback-core,log4j:log4j,28,165,361,0.17,0.08,0.17
org.openjdk.jmh:jmh-core,org.openjdk.jmh:jmh-generator-annprocess,136,147,138,0.93,0.99,0.99
com.google.guava:guava,org.junit.jupiter:junit-jupiter-engine,89,884,246,0.1,0.36,0.36
javax.inject:javax.inject,org.javassist:javassist,19,126,157,0.15,0.12,0.15
org.hamcrest:hamcrest-core,org.postgresql:postgresql,26,159,177,0.16,0.15,0.16
com.google.inject:guice,org.apache.httpcomponents:httpmime,13,141,103,0.09,0.13,0.13
org.bouncycastle:bcpkix-jdk15on,org.springframework:spring-context-support,8,115,112,0.07,0.07,0.07
org.mockito:mockito-all,org.ow2.asm:asm,15,278,132,0.05,0.11,0.11
joda-time:joda-time,org.apache.commons:commons-math3,38,274,140,0.14,0.27,0.27
commons-codec:commons-codec,org.junit.jupiter:junit-jupiter-engine,60,444,246,0.14,0.24,0.24
junit:junit,org.apache.httpcomponents:httpmime,77,1690,103,0.05,0.75,0.75
org.apache.hadoop:hadoop-common,org.slf4j:slf4j-api,79,107,1022,0.74,0.08,0.74
com.google.code.gson:gson,commons-io:commons-io,223,473,785,0.47,0.28,0.47
com.google.code.gson:gson,org.postgresql:postgresql,70,473,177,0.15,0.4,0.4
com.alibaba:druid,org.bouncycastle:bcprov-jdk15on,2,109,141,0.02,0.01,0.02
org.apache.maven:maven-plugin-api,org.apache.zookeeper:zookeeper,18,193,152,0.09,0.12,0.12
io.springfox:springfox-swagger2,org.mybatis.spring.boot:mybatis-spring-boot-starter,46,108,118,0.43,0.39,0.43
javax.servlet:servlet-api,org.aspectj:aspectjweaver,31,196,128,0.16,0.24,0.24
javax.servlet:servlet-api,org.bouncycastle:bcprov-jdk15on,9,196,141,0.05,0.06,0.06
javax.servlet:servlet-api,javax.xml.bind:jaxb-api,36,196,217,0.18,0.17,0.18
org.apache.httpcomponents:httpclient,org.javassist:javassist,66,502,157,0.13,0.42,0.42
com.h2database:h2,javax.annotation:javax.annotation-api,45,262,185,0.17,0.24,0.24
org.apache.commons:commons-collections4,org.springframework:spring-beans,32,154,184,0.21,0.17,0.21
com.zaxxer:HikariCP,org.apache.maven.plugin-tools:maven-plugin-annotations,10,106,160,0.09,0.06,0.09
com.zaxxer:HikariCP,org.eclipse.jetty:jetty-servlet,19,106,146,0.18,0.13,0.18
commons-cli:commons-cli,org.ow2.asm:asm,28,283,132,0.1,0.21,0.21
commons-cli:commons-cli,org.apache.maven.plugin-tools:maven-plugin-annotations,29,283,160,0.1,0.18,0.18
commons-collections:commons-collections,org.bouncycastle:bcpkix-jdk15on,20,214,115,0.09,0.17,0.17
org.apache.commons:commons-math3,org.slf4j:slf4j-simple,16,140,291,0.11,0.05,0.11
org.apache.commons:commons-math3,org.springframework.boot:spring-boot-starter-web,6,140,108,0.04,0.06,0.06
org.aspectj:aspectjweaver,org.slf4j:slf4j-api,86,128,1022,0.67,0.08,0.67
org.apache.commons:commons-lang3,org.mockito:mockito-all,96,742,278,0.13,0.35,0.35
ch.qos.logback:logback-classic,com.alibaba:fastjson,83,523,253,0.16,0.33,0.33
org.mockito:mockito-core,org.springframework:spring-context-support,45,678,112,0.07,0.4,0.4
org.springframework:spring-beans,org.testng:testng,26,184,209,0.14,0.12,0.14
commons-httpclient:commons-httpclient,org.codehaus.jackson:jackson-mapper-asl,25,105,111,0.24,0.23,0.24
org.apache.commons:commons-text,org.jsoup:jsoup,36,136,180,0.26,0.2,0.26
com.fasterxml.jackson.core:jackson-annotations,javax.inject:javax.inject,45,319,126,0.14,0.36,0.36
com.fasterxml.jackson.core:jackson-annotations,org.quartz-scheduler:quartz,30,319,101,0.09,0.3,0.3
com.google.guava:guava,org.mockito:mockito-all,140,884,278,0.16,0.5,0.5
com.google.guava:guava,commons-lang:commons-lang,201,884,338,0.23,0.59,0.59
com.google.guava:guava,io.dropwizard.metrics:metrics-core,80,884,113,0.09,0.71,0.71
javax.validation:validation-api,org.reflections:reflections,22,138,130,0.16,0.17,0.17
javax.inject:javax.inject,org.awaitility:awaitility,12,126,114,0.1,0.11,0.11
com.fasterxml.jackson.core:jackson-core,org.mockito:mockito-core,174,389,678,0.45,0.26,0.45
commons-codec:commons-codec,org.apache.maven.plugin-tools:maven-plugin-annotations,48,444,160,0.11,0.3,0.3
com.google.code.gson:gson,org.glassfish.jaxb:jaxb-runtime,35,473,108,0.07,0.32,0.32
com.alibaba:druid,org.hibernate:hibernate-core,10,109,139,0.09,0.07,0.09
io.dropwizard.metrics:metrics-core,io.netty:netty-all,26,113,167,0.23,0.16,0.23
org.hamcrest:hamcrest,org.junit.jupiter:junit-jupiter,20,114,110,0.18,0.18,0.18
org.hsqldb:hsqldb,org.reflections:reflections,10,134,130,0.07,0.08,0.08
org.apache.commons:commons-collections4,org.slf4j:jcl-over-slf4j,33,154,220,0.21,0.15,0.21
log4j:log4j,org.glassfish.jaxb:jaxb-runtime,20,361,108,0.06,0.19,0.19
commons-cli:commons-cli,org.apache.ant:ant,27,283,105,0.1,0.26,0.26
org.codehaus.jackson:jackson-mapper-asl,org.slf4j:slf4j-log4j12,56,111,386,0.5,0.15,0.5
org.apache.commons:commons-lang3,org.springframework:spring-jdbc,82,742,152,0.11,0.54,0.54
org.eclipse.jetty:jetty-webapp,org.mybatis.spring.boot:mybatis-spring-boot-starter,2,121,118,0.02,0.02,0.02
org.awaitility:awaitility,org.junit.jupiter:junit-jupiter-engine,28,114,246,0.25,0.11,0.25
com.google.code.findbugs:jsr305,org.springframework:spring-context-support,21,230,112,0.09,0.19,0.19
commons-configuration:commons-configuration,org.apache.hadoop:hadoop-common,23,114,107,0.2,0.21,0.21
ch.qos.logback:logback-core,org.apache.poi:poi,13,165,103,0.08,0.13,0.13
com.fasterxml.jackson.core:jackson-annotations,javax.servlet:javax.servlet-api,116,319,368,0.36,0.32,0.36
com.fasterxml.jackson.core:jackson-annotations,com.googlecode.json-simple:json-simple,36,319,119,0.11,0.3,0.3
com.google.guava:guava,org.codehaus.jackson:jackson-mapper-asl,68,884,111,0.08,0.61,0.61
javax.servlet:javax.servlet-api,org.apache.ant:ant,29,368,105,0.08,0.28,0.28
commons-beanutils:commons-beanutils,org.hibernate:hibernate-core,49,213,139,0.23,0.35,0.35
org.scala-lang:scala-library,org.yaml:snakeyaml,20,131,196,0.15,0.1,0.15
com.fasterxml.jackson.core:jackson-core,javax.mail:mail,46,389,119,0.12,0.39,0.39
com.fasterxml.jackson.core:jackson-core,org.apache.curator:curator-recipes,42,389,105,0.11,0.4,0.4
com.sun.xml.bind:jaxb-impl,org.apache.commons:commons-lang3,65,113,742,0.58,0.09,0.58
com.google.protobuf:protobuf-java,javax.mail:mail,15,191,119,0.08,0.13,0.13
com.google.inject:guice,org.openjdk.jmh:jmh-generator-annprocess,11,141,138,0.08,0.08,0.08
org.apache.kafka:kafka-clients,org.testng:testng,21,117,209,0.18,0.1,0.18
commons-codec:commons-codec,org.apache.commons:commons-math3,59,444,140,0.13,0.42,0.42
commons-codec:commons-codec,org.apache.logging.log4j:log4j-core,88,444,276,0.2,0.32,0.32
mysql:mysql-connector-java,org.easymock:easymock,26,406,136,0.06,0.19,0.19
org.apache.hadoop:hadoop-common,org.springframework:spring-web,8,107,207,0.07,0.04,0.07
org.apache.httpcomponents:httpclient,org.hsqldb:hsqldb,38,502,134,0.08,0.28,0.28
org.apache.httpcomponents:httpclient,org.codehaus.plexus:plexus-utils,43,502,106,0.09,0.41,0.41
com.h2database:h2,org.quartz-scheduler:quartz,41,262,101,0.16,0.41,0.41
commons-io:commons-io,org.apache.logging.log4j:log4j-core,120,785,276,0.15,0.43,0.43
io.netty:netty-all,org.apache.maven.plugin-tools:maven-plugin-annotations,18,167,160,0.11,0.11,0.11
io.netty:netty-all,org.yaml:snakeyaml,32,167,196,0.19,0.16,0.19
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.powermock:powermock-module-junit4,9,102,156,0.09,0.06,0.09
commons-cli:commons-cli,javax.mail:mail,37,283,119,0.13,0.31,0.31
org.codehaus.jackson:jackson-mapper-asl,org.springframework:spring-webmvc,28,111,190,0.25,0.15,0.25
javax.mail:mail,org.springframework:spring-test,41,119,248,0.34,0.17,0.34
commons-logging:commons-logging,org.junit.jupiter:junit-jupiter-params,14,287,114,0.05,0.12,0.12
org.eclipse.jetty:jetty-webapp,org.springframework:spring-aop,25,121,133,0.21,0.19,0.21
com.google.code.findbugs:jsr305,javax.mail:mail,20,230,119,0.09,0.17,0.17
ch.qos.logback:logback-classic,org.apache.kafka:kafka-clients,41,523,117,0.08,0.35,0.35
commons-configuration:commons-configuration,org.eclipse.jetty:jetty-webapp,22,114,121,0.19,0.18,0.19
org.hamcrest:hamcrest-all,org.openjdk.jmh:jmh-core,13,177,147,0.07,0.09,0.09
org.mockito:mockito-core,org.reflections:reflections,63,678,130,0.09,0.48,0.48
javax.validation:validation-api,org.jsoup:jsoup,21,138,180,0.15,0.12,0.15
javax.validation:validation-api,org.testng:testng,22,138,209,0.16,0.11,0.16
javax.inject:javax.inject,org.apache.logging.log4j:log4j-api,17,126,228,0.13,0.07,0.13
com.googlecode.json-simple:json-simple,org.apache.commons:commons-math3,24,119,140,0.2,0.17,0.2
org.apache.logging.log4j:log4j-core,org.eclipse.jetty:jetty-server,46,276,197,0.17,0.23,0.23
org.apache.logging.log4j:log4j-core,org.hamcrest:hamcrest,28,276,114,0.1,0.25,0.25
org.apache.curator:curator-recipes,org.codehaus.jackson:jackson-mapper-asl,17,105,111,0.16,0.15,0.16
org.apache.httpcomponents:httpcore,org.powermock:powermock-module-junit4,39,203,156,0.19,0.25,0.25
net.java.dev.jna:jna,org.hamcrest:hamcrest-core,15,123,159,0.12,0.09,0.12
com.alibaba:druid,org.apache.poi:poi-ooxml,17,109,106,0.16,0.16,0.16
com.alibaba:druid,org.apache.httpcomponents:httpcore,12,109,203,0.11,0.06,0.11
io.dropwizard.metrics:metrics-core,org.apache.commons:commons-lang3,66,113,742,0.58,0.09,0.58
org.slf4j:slf4j-api,org.springframework:spring-beans,136,1022,184,0.13,0.74,0.74
io.springfox:springfox-swagger2,org.openjdk.jmh:jmh-core,2,108,147,0.02,0.01,0.02
org.hsqldb:hsqldb,org.springframework:spring-test,45,134,248,0.34,0.18,0.34
org.json:json,org.mockito:mockito-all,30,182,278,0.16,0.11,0.16
commons-fileupload:commons-fileupload,org.eclipse.jetty:jetty-webapp,36,181,121,0.2,0.3,0.3
commons-fileupload:commons-fileupload,mysql:mysql-connector-java,84,181,406,0.46,0.21,0.46
javax.servlet:servlet-api,org.freemarker:freemarker,15,196,106,0.08,0.14,0.14
javax.servlet:servlet-api,org.reflections:reflections,17,196,130,0.09,0.13,0.13
log4j:log4j,org.easymock:easymock,51,361,136,0.14,0.38,0.38
org.apache.logging.log4j:log4j-api,org.hibernate:hibernate-core,21,228,139,0.09,0.15,0.15
org.apache.logging.log4j:log4j-api,org.springframework:spring-aop,18,228,133,0.08,0.14,0.14
org.apache.logging.log4j:log4j-api,redis.clients:jedis,31,228,131,0.14,0.24,0.24
commons-io:commons-io,org.apache.commons:commons-collections4,119,785,154,0.15,0.77,0.77
io.netty:netty-all,org.springframework:spring-core,40,167,249,0.24,0.16,0.24
com.zaxxer:HikariCP,log4j:log4j,16,106,361,0.15,0.04,0.15
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.commons:commons-text,19,102,136,0.19,0.14,0.19
commons-cli:commons-cli,org.powermock:powermock-module-junit4,36,283,156,0.13,0.23,0.23
commons-collections:commons-collections,org.junit.jupiter:junit-jupiter,11,214,110,0.05,0.1,0.1
org.powermock:powermock-module-junit4,org.springframework:spring-test,25,156,248,0.16,0.1,0.16
org.apache.commons:commons-lang3,org.hamcrest:hamcrest-library,63,742,171,0.08,0.37,0.37
org.apache.commons:commons-lang3,org.powermock:powermock-module-junit4,77,742,156,0.1,0.49,0.49
com.google.code.findbugs:jsr305,org.apache.commons:commons-text,36,230,136,0.16,0.26,0.26
com.google.code.findbugs:jsr305,org.bouncycastle:bcpkix-jdk15on,31,230,115,0.13,0.27,0.27
ch.qos.logback:logback-classic,javax.servlet:javax.servlet-api,119,523,368,0.23,0.32,0.32
ch.qos.logback:logback-classic,joda-time:joda-time,89,523,274,0.17,0.32,0.32
