dependency,count
org.pentaho.pentaho-commons:pentaho-package-manager,1
org.apache.skywalking:log-analyzer,1
org.apache.skywalking:skywalking-profile-receiver-plugin,1
org.apache.skywalking:telemetry-prometheus,1
org.apache.skywalking:tool-profile-snapshot-server-mock,1
org.ejml:ejml-all,1
org.jxls:jxls-jexcel,1
org.springframework.cloud:spring-cloud-starter-open-service-broker,1
org.eobjects.metamodel:MetaModel-openoffice,1
org.eclipse.platform:org.eclipse.equinox.metatype,2
org.jboss.narayana.arjunacore:arjuna,2
org.osgi:org.osgi.service.coordinator,1
org.assertj:assertj-swing-testng,1
javax.help:javahelp,5
com.theoryinpractise:halbuilder-standard,1
net.javacrumbs.future-converter:future-converter-java8-common,1
com.kumuluz.ee.openapi:kumuluzee-openapi-mp,1
com.kumuluz.ee.opentracing:kumuluzee-opentracing-jaeger,1
io.hetu.core:presto-thrift-api,1
io.prestosql.orc:orc-protobuf,1
com.yammer.tenacity:tenacity-testing,1
org.webjars.npm:dgrid,1
io.fabric8:camel-k-model-v1,1
org.noear:solon.socketd,1
com.qubole.rubix:rubix-prestosql,1
io.quarkus:quarkus-amazon-lambda-common-deployment,1
io.quarkus:quarkus-devservices-oracle,1
io.quarkus:quarkus-resteasy-reactive-kotlin-deployment,1
io.quarkus:quarkus-smallrye-jwt,1
io.quarkus:quarkus-smallrye-reactive-messaging-kotlin,1
io.quarkus:quarkus-spring-web-deployment,1
org.wso2.carbon.identity.inbound.auth.saml2:org.wso2.carbon.identity.sso.saml.stub,1
org.example:cp-oc-infrastructure,1
io.jenkins.plugin-management:plugin-management-library,1
opensymphony:oscore,1
org.codehaus.groovy:groovy-all-minimal,1
com.ljq.demo.springboot:demo-base-web,1
org.jboss.interceptor:jboss-interceptor-spi,1
org.zkoss.common:zcommon,1
com.oracle.oci.sdk:oci-java-sdk-devops,1
org.eclipse.platform:org.eclipse.swt,1
com.googlecode.wicket-jquery-ui:wicket-jquery-ui,3
de.is24.common:appmon4j-spring,1
com.dslplatform:maven-java8-example,1
org.dromara:hmily-config-loader,1
org.dromara:hmily-config-local,1
me.filoghost.holographicdisplays:holographicdisplays-nms-common,1
org.wildfly.swarm:topology-runtime,1
org.zalando:opentracing-jdbc-starter,1
edu.gmu.eclab:cityMigrationData,1
io.kcache:kcache,1
com.kjetland:mbknor-jackson-jsonschema_2.12,4
org.forgerock.ce.commons:forgerock-authz-filter,1
org.apache.sirona:sirona-javaagent,1
com.jslsolucoes:tagria-lib,1
org.wso2.carbon.commons:org.wso2.carbon.application.mgt.stub,1
org.tribuo:tribuo-classification-core,1
com.camunda.consulting:camunda-bpm-simulator,1
com.azure.resourcemanager:azure-resourcemanager-msi,1
com.azure:azure-storage-internal-avro,1
org.exoplatform.gatein.portal:exo.portal.webui.portal,1
nl.lxtreme.ols:util,1
test:dependency-bundle-c,1
io.lumify:lumify-gpw-subrip-parser,1
io.lumify:lumify-web-import-export-workspaces,1
org.openhab.addons.bundles:org.openhab.binding.volvooncall,1
ddf.catalog.admin:catalog-admin-poller-service,1
org.glassfish.main.admin:admin-util,1
org.glassfish.main.web:web-cli,1
com.hurence.logisland:logisland-processor-xml,1
com.hugin:hugin,1
org.bytesoft:bytetcc-common,2
org.apache.shenyu:shenyu-plugin-httpclient,1
org.apache.shenyu:shenyu-plugin-request,1
org.eclipse.rdf4j:rdf4j-sail-solr,1
org.apache.ignite.binary:test1,1
org.apache.xmlbeans:xmlbeans-xmlpublic,1
org.apache.oozie:oozie-sharelib-git,1
com.consol.citrus:citrus-selenium,1
org.gephi:project-api,1
io.github.quickmsg:smqtt-metric-prometheus,1
org.jboss.windup.jdt:windup-eclipse-jdt,1
io.atlasmap:atlas-java-module,1
io.syndesis.connector:connector-aws-sqs,1
io.syndesis.server:server-monitoring,1
com.twitter.common:stats-util,1
org.apache.groovy:groovy-json,1
org.apereo.cas:cas-server-support-gauth,1
org.infinitest:infinitest-lib,1
org.scpsolver:SCPSolver,1
org.apache.camel.springboot.example:camel-example-spring-boot-opentracing-loggingtracer,1
com.facebook.presto:presto-prometheus,1
fish.payara.server.internal.admin:cli-optional-l10n,1
fish.payara.server.internal.flashlight:flashlight-framework-l10n,1
fish.payara.server.internal.packager:ldapbp-repackaged,1
servlets.com:cos,1
net.sf.eclipsecs:net.sf.eclipsecs.core,1
org.mayocat.platform:mayocat-platform-store-rdbms-jdbi,1
org.mayocat.shop:mayocat-shop-application,1
org.mayocat.shop:mayocat-shop-customer-api,1
org.neo4j:neo4j-cypher-macros,1
cn.stylefeng.roses:validator-spring-boot-starter,1
org.springframework.cloud:spring-cloud-square-okhttp,1
com.l2fprod:l2fprod-common-all,1
org.apache.iotdb:iotdb-thrift-cluster,1
com.github.hairless:plink-web,1
com.baeldung:oauth-authorization-server,1
org.teavm:teavm-eclipse-feature,1
com.alibaba.middleware:metrics-rest,1
org.springframework.cloud:spring-cloud-cluster-core,1
com.ftpix.homedash.plugins:networkmonitor,1
com.ibm.jnvmf:jnvmf,1
org.graphfoundation.ongdb:ongdb-command-line,1
org.webjars.bower:datatables.net-select,1
org.languagetool:languagetool-http-client,1
ddf.platform:bootflag-api,1
org.slf4j:slf4j-simple,291
org.xwiki.platform:xwiki-platform-notifications-script,1
org.jboss.byteman:byteman,8
org.apache.poi:poi-ooxml-schemas,23
org.apache.camel.quarkus:camel-quarkus-attachments-deployment,1
org.apache.camel.quarkus:camel-quarkus-aws2-iam-deployment,1
org.apache.camel.quarkus:camel-quarkus-support-mongodb,1
org.apache.camel.quarkus:camel-quarkus-support-xstream-deployment,1
org.apache.camel:camel-groovy-dsl-common,1
org.apache.camel:camel-jetty,3
org.apache.camel:camel-spark,1
org.springframework.boot:spring-boot-starter-data-redis-reactive,4
io.micrometer:micrometer-test,1
org.graalvm.sdk:graal-sdk,20
com.google.guava:listenablefuture,3
org.jvnet.jax-ws-commons.test:jaxwscommons-103.lib,1
b:b,1
org.apache.samoa:samoa-instances,1
org.dromara:soul-client-apache-dubbo,1
org.apache.santuario:xmlsec,27
org.apache.flume.flume-ng-sinks:flume-ng-elasticsearch-sink,2
org.apache.nifi.minifi:minifi-c2-api,1
amplab:succinct-spark,1
org.eclipse.kapua:kapua-job-test-steps,1
com.huaweicloud.sdk:huaweicloud-sdk-ims,1
io.cucumber:cucumber-picocontainer,4
org.netxms:netxms-base,1
org.springframework.cloud:spring-cloud-starter-hystrix-dashboard,1
org.apache.dolphinscheduler:dolphinscheduler-worker,1
org.activiti:activiti-engine,3
io.helidon.common:helidon-common-service-loader,1
io.helidon.microprofile:helidon-microprofile-access-log,1
org.apache.jclouds.api:openstack-nova-ec2,1
io.gravitee.node:gravitee-node-container,1
org.apache.maven.doxia:doxia-module-markdown,2
org.apache.jena:jena-dboe-index-test,1
org.apache.jena:jena-tdb2,2
io.openlineage:openlineage-java,1
org.springframework.restdocs:spring-restdocs,1
io.cdap.cdap:cdap-security,1
com.navercorp.pinpoint:pinpoint-vertx-plugin,1
com.android.tools.build.jetifier:jetifier-core,1
io.apiman:apiman-gateway-engine-core,1
localhost:dummy-impl,1
localhost:latest-versions-api,1
ant-contrib:cpptasks,1
org.teiid.connectors:ws-cxf,1
com.droidefense:cli,1
com.github.insubstantial:substance,2
org.apache.hop:hop-transform-memgroupby,1
org.jclouds.driver:jclouds-bouncycastle,1
org.jclouds.driver:jclouds-enterprise,1
org.jclouds.provider:aws-simpledb,1
com.querydsl:querydsl-core,3
io.github.jklingsporn:vertx-jooq-rx3-reactive,1
org.openehealth.ipf.boot:ipf-atna-spring-boot-starter,2
org.apache.deltaspike.modules:deltaspike-scheduler-module-impl,2
org.apache.eagle:eagle-data-process,1
io.thorntail:microprofile-config,1
net.lightbody.bmp:browsermob-core,1
org.knowm.xchange:xchange-coinegg,1
org.knowm.xchange:xchange-coingi,1
org.openjdk.jmc:org.openjdk.jmc.flightrecorder.controlpanel.ui.configuration,2
org.apache.tiles:tiles-core,4
xuggle-utils:xuggle-utils,1
com.uber.jaeger:jaeger-core,2
org.glassfish.jersey.containers:jersey-container-simple-http,3
org.apache.archiva.redback:redback-authorization-rbac,1
org.apache.skywalking:library-server,1
org.jvnet.jaxb2.maven2:maven-jaxb2-plugin-core,1
io.ratpack:ratpack-test,1
org.openl.rules:org.openl.rules,1
com.hotels.styx:styx-common,1
com.yahoo.oak:oak,1
com.ibm.ws.org.apache.cxf:cxf.rt.rs.mp.client,1
com.intuit.karate:karate-robot,1
com.kumuluz.ee:kumuluzee-common,1
org.wikimedia.utils:http-client-utils,1
org.apache.hama:hama-graph,1
dm.jdbc.driver:dm7,1
org.msgpack:jackson-dataformat-msgpack,3
com.stormpath.spring:stormpath-thymeleaf-spring-boot-starter,1
org.carlspring.strongbox:strongbox-commons,1
io.quarkus:quarkus-micrometer-registry-prometheus,1
io.quarkus:quarkus-narayana-stm-deployment,1
io.quarkus:quarkus-resteasy-reactive,1
io.quarkus:quarkus-smallrye-metrics-deployment,1
org.wso2.carbon.identity.local.auth.api:org.wso2.carbon.api.server.local.auth.api,1
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.rest.api.server.claim.management.v1,1
io.opentracing.contrib:opentracing-rxjava-1,1
com.speedment.jpastreamer:termopoptimizer-standard,1
com.oracle.oci.sdk:oci-java-sdk-ailanguage,1
org.cloudifysource:esc-config,1
jboss:jnpserver,2
org.dromara:hmily-serializer-spi,1
atg.taglib.json:json-taglib,1
org.wildfly.swarm:bean-validation,1
io.spring.javaformat.intellij.idea:gradle,1
com.aliyun.odps:odps-jdbc,1
de.tr7zw:item-nbt-api-plugin,2
com.indvd00m.ascii.render:ascii-render,1
org.jboss.seam.embedded:thirdparty-all,1
org.mobicents.servlet.sip.containers:sip-servlets-tomcat-jboss4,1
org.mobicents.servlet.sip.examples:jslee-sips-interop-commons,1
us.codecraft:webmagic-selenium,1
org.forgerock.ce.openam:openam-oauth2-common,1
com.cxytiandi:kitty-spring-cloud-starter-async-tool,1
org.apache.tomee:tomee-security,1
org.gluu:oxcore-saml,1
org.eclipse.core:resources,1
org.wso2.am:org.wso2.carbon.apimgt.clients.admin.api,1
com.microsoft.azure:applicationinsights-core,1
org.tribuo:tribuo-classification-mnnaivebayes,1
org.mengyun.ha:tcc-transaction-ha-zookeeper,1
org.geowebcache:gwc-arcgiscache,1
org.openecard.wsdef:android-marshaller,1
org.camunda.spin:camunda-spin-dataformat-json-jackson,1
net.sourceforge.spnego:spnego,1
nl.lxtreme.ols:client,1
org.apache.felix:org.apache.felix.cm.json,1
org.apache.karaf.jaas.blueprint:org.apache.karaf.jaas.blueprint.config,1
test:recursive-module-a,1
com.googlecode.foresite-toolkit:foresite,1
org.openhab.addons.bundles:org.openhab.binding.smartthings,1
org.openhab.binding.rfxcom:jd2xx,1
org.codice.ddf.spatial:spatial-geocoding-feature,1
org.glassfish.main.tests.tck:javatest,1
com.graphhopper:graphhopper-web-api,1
org.metawidget.integration-tests.android:allwidgets-android,1
pl.altkom.asc.lab.micronaut.poc:payment-service-api,1
com.twitter.elephantbird:elephant-bird-cascading2,1
org.jvnet.hudson.main:hudson-core,1
io.joyrpc:joyrpc-serialization-kryo,1
org.jboss.aerogear.unifiedpush:unifiedpush-common,1
org.orbisgis:h2gis-utilities,1
org.apache.sentry:sentry-core-model-sqoop,1
org.apache.shenyu:shenyu-spring-boot-starter-plugin-redirect,1
com.cerner.bunsen:bunsen-avro,1
com.qcadoo:qcadoo-plugins-unit-conversion-management,1
org.cornutum.tcases:tcases-openapi,1
org.apache.oozie:oozie-sharelib-oozie,1
io.opentracing.contrib:opentracing-globaltracer,1
com.hotels:hcommon-ssh,1
cactus:cactus,1
jboss:jboss-system,1
org.rhq.helpers:rhq-rtfilter,1
com.asakusafw:asakusa-runtime-configuration,1
org.jboss.windup.config:windup-config-impl,1
io.syndesis.connector:connector-api-provider,1
org.activiti:activiti-spring-conformance-tests,1
solid.humank:ddd-commons,1
io.smallrye.reactive:mutiny-smallrye-context-propagation,1
org.avaje.composite:logback,1
fish.payara.extras:payara-embedded-web,1
org.glassfish.fighterfish:osgi-jpa-extension,1
org.mayocat.platform:mayocat-platform-authorization,1
org.neo4j:neo4j-cypher-javacc-parser,1
org.apache.servicecomb.demo:authentication,1
org.apache.servicecomb:provider-jaxrs,1
org.eclipse.jetty:jetty-alpn-openjdk8-server,1
tech.powerjob:powerjob-server-starter,1
com.thinkbiganalytics.kylo.integrations:kylo-spark-job-profiler-api,1
com.thinkbiganalytics.kylo:kylo-catalog-api,1
io.seata:seata-discovery-eureka,1
io.seata:seata-saga-tm,1
eu.europa.ec.joinup.sd-dss:dss-timestamp-dto,1
org.biojava:biojava-structure-gui,1
cn.iocoder.mall:mall-security-annotations,1
org.netbeans.html:net.java.html.boot,1
org.neo4j:neo4j-tinkerpop-api,1
org.hisp.dhis:dhis-service-node,1
org.mapsforge:mapsforge-map,1
org.openscience.cdk:cdk-smarts,1
edu.illinois.cs.cogcomp:illinois-sl,1
org.graphfoundation.ongdb.build:build-resources,1
org.jboss.resteasy:resteasy-yaml-provider,1
org.apache.syncope.common.idm:syncope-common-idm-rest-api,1
org.apache.parquet:parquet-hive-bundle,1
com.indeed:imhotep-archive,1
org.aspectj:aspectjrt,82
org.xwiki.platform:xwiki-platform-diffplugin,1
org.xwiki.platform:xwiki-platform-display-api,1
com.eclipsesource.minimal-json:minimal-json,13
org.dayatang.dddlib:dddlib-security-api,1
org.xhtmlrenderer:core-renderer,3
org.apache.usergrid:usergrid-services,1
io.rest-assured:spring-commons,1
org.apache.camel.quarkus:camel-quarkus-azure-eventhubs-deployment,1
org.apache.camel.quarkus:camel-quarkus-braintree-deployment,1
org.apache.camel.quarkus:camel-quarkus-couchbase,1
org.apache.camel.quarkus:camel-quarkus-soroush,1
org.apache.camel.quarkus:camel-quarkus-ssh,1
org.apache.camel:camel-web3j,1
org.apache.camel:camel-websocket-jsr356,1
org.locationtech.geowave:geowave-datastore-hbase,1
com.graphql-java:graphiql-spring-boot-starter,3
org.netpreserve:jwarc,1
com.googlecode.objectify:objectify,5
org.boofcv:boofcv-swing,1
com.typesafe.akka:akka-actor_2.12,5
org.microbean:microbean-microprofile-config,1
javax.interceptor:javax.interceptor-api,28
org.springframework.data:spring-data-r2dbc,3
org.zalando:logbook-logstash,1
com.baidu.mapp:brcc-cache,1
cn.iocoder.springboot.labs:lab-62-sofarpc-xml-demo-user-rpc-service-api,1
org.osgi:org.osgi.util.function,7
org.apache.camel:camel-script,3
org.apache.skywalking:apm-toolkit-micrometer-registry,2
org.testcontainers:neo4j,3
org.solovyev:common-tasks,1
org.apache.axis:axis,10
com.spotify:ssh-agent-tls,1
net.lr.tutorial.karaf.cxf.personservice:personservice-model,1
org.apache.nifi.minifi:minifi-toolkit-configuration,1
org.apache.nifi:nifi-framework-api,1
org.springframework.cloud:spring-cloud-stream-binder-rabbit,3
io.dropwizard.metrics:metrics-json,13
net.runelite.gluegen:gluegen-rt-natives-macosx,1
io.springfox:springfox-oas,3
io.github.jeddict.modeler:modeler-properties,1
com.github.liyiorg:weixin-popular,1
org.sonarsource.sonarqube-plugins.cxx:cxx-squid-bridge,1
org.jboss:jboss-dmr,3
org.keycloak:keycloak-testsuite-utils,1
org.wildfly.core:wildfly-subsystem-test-framework,2
org.jdbi:jdbi,10
org.eclipse.vorto:generator-jsonschema,1
org.apache.james:james-server-cassandra-app-ldap-tests,1
io.helidon.security.abac:helidon-security-abac-policy,1
io.leangen.graphql:graphql-spqr-spring-boot-starter,1
ru.yandex.qatools.embed:postgresql-embedded,3
org.ssssssss:magic-api,1
org.spongepowered:spongecommon,1
org.apache.jclouds.provider:cloudfiles-us,1
org.odpi.egeria:discovery-engine-server,1
org.odpi.egeria:governance-program-server,1
com.google.cloud:google-cloud-dataproc,1
org.apache.twill:twill-zookeeper,2
com.android.tools.lint:lint-gradle-api,1
org.eclipse.jdt:org.eclipse.jdt.compiler.tool,1
org.apache.velocity:velocity-tools,16
io.confluent.ksql:ksqldb-serde,1
com.bird:bird-lock-core,1
net.sf.supercsv:super-csv-dozer,1
org.apache.hop:hop-action-as400command,1
org.apache.hop:hop-action-msgboxinfo,1
net.schmizz:sshj,5
org.jclouds.provider:cloudsigma-lvs,1
org.apache.streampipes:streampipes-processors-aggregation-flink,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.opennlp-model-token-it-maxent,1
eu.clarin.weblicht:wlfxb,1
com.hccake:ballcat-i18n-biz,1
org.codehaus.plexus:plexus-java,4
org.cleartk:cleartk-ml-opennlp-maxent,1
org.apache.maven.its.shade.csj:mshade-247-two,1
net.sf.bluecove:bluecove,2
org.apache.hive:hive-it-unit,1
io.thorntail:elytron,1
org.knowm.xchange:xchange-coinmate,2
org.rxtx:rxtx-native,1
org.apache.cloudstack:cloud-plugin-hypervisor-kvm,1
com.github.braisdom:mangosdk-spi,1
org.antlr:antlr4-maven-plugin,1
org.jetbrains.kotlin:kotlin-allopen,1
org.apache.ignite:ignite-spring-data,1
org.eobjects.datacleaner:DataCleaner-standard-components,1
com.ibm.ws.componenttest:fat.util,1
io.grpc:grpc-census,2
org.apache.cxf:cxf-rt-rs-extension-reactivestreams,1
org.eclipse.microprofile.jwt:microprofile-jwt-auth-tck,2
org.apache.pulsar:pulsar-client-original,2
com.google.crypto.tink:tink-gcpkms,1
io.hetu.core:presto-parquet,1
io.prestosql.hive:hive-apache,1
io.cryostat:cryostat-core,1
com.dtstack.flinkx:flinkx-connector-emqx,1
io.fabric8:openshift-model-whereabouts,1
org.noear:luffy-solon-plugin,1
systems.manifold:manifold-exceptions,1
io.fabric8:maven-model-helper,1
io.quarkus:quarkus-hibernate-search-orm-elasticsearch-aws-deployment,1
io.quarkus:quarkus-security-jpa-deployment,1
com.google.protobuf:protobuf-lite,2
org.radargun:radargun-core,1
org.apache.jclouds.api:rackspace-cloudfiles,1
net.sf.mpxj:mpxj,1
org.apache.shardingsphere:sharding-core-api,1
org.jogamp.gluegen:gluegen-rt,3
org.jzy3d:jzy3d-core,1
com.bstek.bdf3:bdf3-log,1
org.owasp.jbrofuzz:jbrofuzz-encoder,1
org.jboss.narayana.xts:localjunit-unit-tests,1
org.wildfly.swarm:servo,1
com.sun:attach,1
com.calclab.emite:emite-proxy,1
com.walmartlabs.concord.runtime.v2:concord-runner-v2,1
org.wso2.carbon.devicemgt:org.wso2.carbon.device.mgt.core,1
org.dashbuilder:dashbuilder-dataset-editor,1
org.robovm:robovm-cocoatouch,1
org.opencastproject:opencast-dictionary-api,1
org.apache.tomee:tomee-util,1
org.modeshape:modeshape-elasticsearch-index-provider,1
org.picketbox:picketbox-bare,1
com.atlassian.crowd.client:atlassian-crowd-rest-client,1
org.geowebcache:gwc-core,1
org.apache.aries.tx-control:tx-control-service-xa,1
org.camunda.bpm.example:four-eyes-advanced-commons,1
asm:asm-parent,1
com.example.acme:library,1
org.apache.aries.jndi:org.apache.aries.jndi.rmi,1
org.apache.geronimo.specs:geronimo-stax-api_1.2_spec,1
org.apache.karaf.log:org.apache.karaf.log.core,2
org.apache.karaf.scheduler:org.apache.karaf.scheduler.core,1
io.lumify:lumify-data-mapping-column,1
me.lucko:helper-profiles,1
org.openhab.addons.bundles:org.openhab.binding.mcp23017,1
org.openhab.addons.bundles:org.openhab.binding.sncf,1
ddf.admin.core:admin-core-impl,1
ddf.catalog.transformer:catalog-transformer-common,1
org.glassfish.main.extras:glassfish-embedded-static-shell,1
org.glassfish.main.tests.tck:ejb-lite-basic,1
io.fabric8:fabric8-maven-plugin-generator-wildfly-swarm,1
com.twitter.elephantbird:elephant-bird-hive,1
com.nextdoor.bender:bender-wrappers,1
org.talend.esb.examples:karaf-jmx-client,1
org.dspace:dspace-services,1
org.gephi:export-plugin-ui,1
club.bluetroy:front,1
org.springframework.cloud:spring-cloud-gcp-starter-bus-pubsub,1
com.huaweicloud:spring-cloud-starter-huawei-core,1
org.wicketstuff:wicketstuff-push-core,1
io.streamnative.pulsar.handlers:oauth-client,1
org.eclipse:jdt-debug-ui,1
compartmental.net:minim,1
com.thinkbiganalytics.kylo.plugins:kylo-sla-metrics-default,1
io.apicurio:apicurio-registry-serdes-protobuf-serde,1
eu.europa.ec.joinup.sd-dss:dss-certificate-validation-dto,1
org.springframework.cloud.fn:cdc-debezium-common,1
org.springframework.integration:spring-integration-hazelcast,1
com.didispace:scca-discovery-eureka,1
io.confluent:kafka-connect-storage-wal,1
org.tautua.markdownpapers:markdownpapers-core,1
de.tudarmstadt.ukp.clarin.webanno:webanno-ui-curation,1
org.exoplatform.gatein.portal:exo.portal.component.web.controller,1
org.apache.karaf.jdbc:org.apache.karaf.jdbc.core,1
org.openhab.addons.bundles:org.openhab.binding.enturno,1
us.ajg0702:ajParkour,1
io.atlasmap:atlas-xml-service,1
eu.europa.ec.joinup.sd-dss:specs-jades,1
org.apache.xmlgraphics:batik-svgrasterizer,1
